id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,displayName,image_path
10393,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Women Spark 351 Black Watches,data\subset\images\10393.jpg
16781,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Unisex Black Dial Watch ADH2133,data\subset\images\16781.jpg
32355,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,data\subset\images\32355.jpg
29988,Women,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Aspen Women Mother Of Pearl Dial Watch AP1193,data\subset\images\29988.jpg
45155,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch A499,data\subset\images\45155.jpg
11136,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Top Flow Red-213 Black Watch,data\subset\images\11136.jpg
46562,Men,Accessories,Watches,Watches,Charcoal,Winter,2016.0,Casual,Timex Men Charcoal Grey Dial Watch T49796,data\subset\images\46562.jpg
29497,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Giordano Women Chronograph Blue Dial Watch,data\subset\images\29497.jpg
43194,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Dial Watch NA2049SM09,data\subset\images\43194.jpg
56678,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch,data\subset\images\56678.jpg
49907,Girls,Accessories,Watches,Watches,Yellow,Winter,2016.0,Casual,Q&Q Kids Girls White Dial Analog Watch,data\subset\images\49907.jpg
49879,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Q&Q Women Ladies ANALOG Gold Watches,data\subset\images\49879.jpg
51517,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch N2298sm03,data\subset\images\51517.jpg
48021,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Helix Women White Dial Watch,data\subset\images\48021.jpg
46739,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch,data\subset\images\46739.jpg
21679,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2687,data\subset\images\21679.jpg
49874,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Q&Q Women Gold Dial Analog Watch,data\subset\images\49874.jpg
16771,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Unisex Black Dial Watch ADH2580,data\subset\images\16771.jpg
22943,Unisex,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fastrack Unisex Blue Dial Watch 9915PP01,data\subset\images\22943.jpg
29979,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Aspen Women Mother Of Pearl Dial Watch,data\subset\images\29979.jpg
37489,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Women Black Watch,data\subset\images\37489.jpg
59238,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,data\subset\images\59238.jpg
45913,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,data\subset\images\45913.jpg
31813,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Dial Watch,data\subset\images\31813.jpg
23280,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Ssteele Men Watch,data\subset\images\23280.jpg
10141,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Esprit Women Houston White Gold Links Gold Watches,data\subset\images\10141.jpg
37480,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Esprit Women White Watch,data\subset\images\37480.jpg
30059,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,SKAGEN DENMARK Men Black Dial Watch 861XLSXB,data\subset\images\30059.jpg
45028,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch 24132LMGT,data\subset\images\45028.jpg
37330,Women,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Casio Women Sheen Grey Dial Watch SX049,data\subset\images\37330.jpg
36900,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Men White Dial Chronograph Watch FS4640,data\subset\images\36900.jpg
10194,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Carrera Men Sqaure dial leather strap Black Watches,data\subset\images\10194.jpg
54647,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,data\subset\images\54647.jpg
23260,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Ssteele Men Watch,data\subset\images\23260.jpg
44990,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Women Silver Dial Watch,data\subset\images\44990.jpg
36776,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,data\subset\images\36776.jpg
10317,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Purple Silicon Silver Watches,data\subset\images\10317.jpg
45926,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Ssteele Men Black Dial Watch,data\subset\images\45926.jpg
28439,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Chronograph Watch NY4331,data\subset\images\28439.jpg
32373,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Watch,data\subset\images\32373.jpg
11485,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Race Luminous 3HD Silver green Black Watches,data\subset\images\11485.jpg
32368,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,data\subset\images\32368.jpg
4715,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,ADIDAS Unisex New York Griffiti Digital Black Watch,data\subset\images\4715.jpg
13060,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Square Dial Steel Watches,data\subset\images\13060.jpg
52675,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Morellato Men Silver Dial Watch,data\subset\images\52675.jpg
29456,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch,data\subset\images\29456.jpg
54660,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women White Dial  Watch,data\subset\images\54660.jpg
45027,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Attivo Men Black Dial Watch,data\subset\images\45027.jpg
29754,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Women White Dial Chronograph Watch ES2965,data\subset\images\29754.jpg
10609,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Puma Women White Dial Chronograph Watch,data\subset\images\10609.jpg
19281,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Guess Women Candy Pop Gold Watch With Interchangeable Straps,data\subset\images\19281.jpg
46546,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch T2N522,data\subset\images\46546.jpg
48009,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Helix Women Silver Dial Watch,data\subset\images\48009.jpg
45195,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Women Black Dial Analogue Watch A649,data\subset\images\45195.jpg
49844,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Gents ANALOG Black Watches,data\subset\images\49844.jpg
43181,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Steel Dial Watch,data\subset\images\43181.jpg
25612,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Watch,data\subset\images\25612.jpg
51623,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Fossil Women Pink Dial Chronograph Watch ES3050,data\subset\images\51623.jpg
48035,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch,data\subset\images\48035.jpg
51563,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Watch,data\subset\images\51563.jpg
29507,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Giordano Women Blue Dial Watch,data\subset\images\29507.jpg
29937,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dual Dial Watch PL12899XS-02,data\subset\images\29937.jpg
25659,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver Dial Watch,data\subset\images\25659.jpg
30043,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Skagen Men Silver Dial Watch,data\subset\images\30043.jpg
43161,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Fastrack Women Pink Dial Watch,data\subset\images\43161.jpg
37503,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Men Black Watch,data\subset\images\37503.jpg
59256,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,data\subset\images\59256.jpg
51654,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2810,data\subset\images\51654.jpg
51625,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Fossil Women Purple Dial Chronograph Watch ES3038,data\subset\images\51625.jpg
37319,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G-9300-1DR G342,data\subset\images\37319.jpg
31851,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Edge Men Black Dial Watch,data\subset\images\31851.jpg
29447,Men,Accessories,Watches,Watches,Bronze,Winter,2016.0,Casual,Giordano Men Bronze Dial Watch,data\subset\images\29447.jpg
49322,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Originals Men Black Dial Watch ADH2651,data\subset\images\49322.jpg
45273,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Casio YOUTH Men Blue Digital Watch I072 W-753-2AVDF,data\subset\images\45273.jpg
43186,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Dial Watch,data\subset\images\43186.jpg
56676,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Chronograph Watch,data\subset\images\56676.jpg
54670,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men White Dial Watch,data\subset\images\54670.jpg
4704,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,ADIDAS Unisex Cambridge Black Watch,data\subset\images\4704.jpg
54665,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch NB3001SL05,data\subset\images\54665.jpg
36901,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch FS4642,data\subset\images\36901.jpg
29756,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Women Silver-Toned Dial Chronograph Watch ES2883,data\subset\images\29756.jpg
8134,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Upgrades Analog Black Steel Watch,data\subset\images\8134.jpg
29939,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Police Men White Dial Watch PL12963JS-01,data\subset\images\29939.jpg
25641,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Casual Watch,data\subset\images\25641.jpg
52816,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Morellato Men Black Watch,data\subset\images\52816.jpg
23269,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Ssteele Men White Watch,data\subset\images\23269.jpg
5068,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Being Human Men Grey Dial Blue Strap Watch,data\subset\images\5068.jpg
25622,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Analog Chronograph Watch,data\subset\images\25622.jpg
54641,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men White Dial Watch,data\subset\images\54641.jpg
38008,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,data\subset\images\38008.jpg
49885,Unisex,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Kids Unisex White Dial Analog Watch,data\subset\images\49885.jpg
32318,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch,data\subset\images\32318.jpg
54627,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,data\subset\images\54627.jpg
30000,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Aspen Women Silver Dial Watch,data\subset\images\30000.jpg
30018,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Kenneth Cole Women White Watch,data\subset\images\30018.jpg
44979,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Attivo Men Steel-Toned Dial Watch 15933LMGB,data\subset\images\44979.jpg
40552,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch,data\subset\images\40552.jpg
46573,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,Timex Men Black Watch,data\subset\images\46573.jpg
29945,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL13088JSB-02,data\subset\images\29945.jpg
37509,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Esprit Men Black Dial Watch,data\subset\images\37509.jpg
11196,Men,Accessories,Watches,Watches,Orange,Winter,2016.0,Casual,Carrera Men Strap dial Orange Watches,data\subset\images\11196.jpg
19278,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Guess Women G Hype Silver Watch,data\subset\images\19278.jpg
31849,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Edge Men White Dial Watch NH1043SL01A,data\subset\images\31849.jpg
45296,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Sheen Women White Analogue Watches (SX044) SHE-3801GL-7ADR,data\subset\images\45296.jpg
51532,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Watch,data\subset\images\51532.jpg
46458,Women,Accessories,Watches,Watches,Brown,Winter,2016.0,Smart Casual,Timex Women Brown Dial Watch,data\subset\images\46458.jpg
45041,Men,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Maxima Men White Dial Attivo Watch,data\subset\images\45041.jpg
54662,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Black Dial  Watch,data\subset\images\54662.jpg
30002,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Aspen Women White Dial Watch,data\subset\images\30002.jpg
13062,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Date Black Watches,data\subset\images\13062.jpg
37291,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,CASIO ENTICER Women Pink Dial Analogue Watch A444 ,data\subset\images\37291.jpg
58172,Women,Accessories,Bags,Handbags,Grey,Fall,2012.0,Casual,Rocky S Women Stone Grey Handbag,data\subset\images\58172.jpg
54388,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Brown Handbag,data\subset\images\54388.jpg
44278,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Murcia Women Black Handpainted Print Handbag,data\subset\images\44278.jpg
17129,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Classic Black  Handbag,data\subset\images\17129.jpg
57846,Unisex,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Lino Perros Unisex Beige Sling Bag,data\subset\images\57846.jpg
36505,Women,Accessories,Bags,Handbags,White,Summer,2012.0,Casual,United Colors of Benetton Women White Handbag,data\subset\images\36505.jpg
20420,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Baggit Women Bijli Taj Purple Handbag,data\subset\images\20420.jpg
33393,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Faltu Taj Brown Handbag,data\subset\images\33393.jpg
57261,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Brown Handbag,data\subset\images\57261.jpg
15660,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Belkin Unisex Dash Laptop 16,data\subset\images\15660.jpg
52622,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Mod-acc Women Purple Handbag,data\subset\images\52622.jpg
16761,Women,Accessories,Bags,Handbags,Olive,Winter,2015.0,Casual,Spice Art Women Leatherette  Olive Handbags,data\subset\images\16761.jpg
25261,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Lino Perros Women Canvas Beige Handbag,data\subset\images\25261.jpg
47351,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Bag,data\subset\images\47351.jpg
29741,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Leatherette Green Handbag,data\subset\images\29741.jpg
38444,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Green Handbag,data\subset\images\38444.jpg
42933,Unisex,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,French Connection Unisex Blue Bag,data\subset\images\42933.jpg
47391,Women,Accessories,Bags,Handbags,Beige,Fall,2012.0,Casual,Baggit Women Beige Handbag,data\subset\images\47391.jpg
49559,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Rocia Women Purple Handbag,data\subset\images\49559.jpg
42936,Men,Accessories,Bags,Handbags,Khaki,Summer,2012.0,Casual,French Connection Men Khaki Handbag,data\subset\images\42936.jpg
29729,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Leatherette Green Handbag,data\subset\images\29729.jpg
20399,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Possible Taj Brown Handbag,data\subset\images\20399.jpg
53914,Women,Accessories,Bags,Handbags,White,Summer,2012.0,Casual,Kiara Women White Handbag,data\subset\images\53914.jpg
2661,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Murcia Women Jute Sling Pink Bag,data\subset\images\2661.jpg
1598,Women,Accessories,Bags,Handbags,Blue,Summer,2011.0,Travel,Geonaute Women Blue Outdoor Bag,data\subset\images\1598.jpg
20830,Unisex,Accessories,Bags,Handbags,Navy Blue,Summer,2011.0,Sports,Nike Unisex Solid Navy Blue Bag,data\subset\images\20830.jpg
46972,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Bulchee Women Purple Handbag,data\subset\images\46972.jpg
8240,Women,Accessories,Bags,Handbags,Mustard,Winter,2016.0,Casual,Fastrack Women Mustard Sling Bag,data\subset\images\8240.jpg
25150,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Lino Perros Women Leatherette Black Handbag,data\subset\images\25150.jpg
10202,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Murcia Women Asjke Green Green Handbags,data\subset\images\10202.jpg
21934,Women,Accessories,Bags,Handbags,Mustard,Winter,2015.0,Casual,Murcia Women Casual Mustard Handbag,data\subset\images\21934.jpg
43571,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Puma Purple Kenobi II Tote Bag,data\subset\images\43571.jpg
14812,Women,Accessories,Bags,Handbags,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Handbags,data\subset\images\14812.jpg
47889,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Brown Handbag,data\subset\images\47889.jpg
21484,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Kiara Women Grey Shiny Handbag,data\subset\images\21484.jpg
21522,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Classic Black Handbag,data\subset\images\21522.jpg
47361,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Baggit Women Black Voodoo Gang Handbag,data\subset\images\47361.jpg
2673,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Sleek Black Leatherette Hand Bag,data\subset\images\2673.jpg
20487,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Baggit Women Golmaal Taj Black Handbag,data\subset\images\20487.jpg
49546,Women,Accessories,Bags,Handbags,Maroon,Summer,2012.0,Casual,Rocia Women Maroon Handbag,data\subset\images\49546.jpg
50237,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Stoln Women Pink Handbag,data\subset\images\50237.jpg
43334,Women,Accessories,Bags,Handbags,Maroon,Spring,2013.0,Casual,Murcia Women Maroon Handbag,data\subset\images\43334.jpg
47139,Women,Accessories,Bags,Handbags,Pink,Summer,2015.0,Casual,Be For Bag Women Combo pack Tote Bags,data\subset\images\47139.jpg
58267,Women,Accessories,Bags,Handbags,Bronze,Fall,2012.0,Casual,Baggit Women Bronze Handbag,data\subset\images\58267.jpg
25171,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Black & Brown Handbag,data\subset\images\25171.jpg
4604,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Wildcraft Pink & Grey Printed Tote Bag,data\subset\images\4604.jpg
38422,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Baggit Women Brown Peepli Parinacrush Handbag,data\subset\images\38422.jpg
21524,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Kiara Women Women Handbag,data\subset\images\21524.jpg
20393,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Grand Hoor Brown Handbag,data\subset\images\20393.jpg
36995,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Lino Perros Women Red Handbag,data\subset\images\36995.jpg
27061,Women,Accessories,Bags,Handbags,Pink,Summer,2015.0,Casual,Yelloe Pink Laptop Pocket Handbag,data\subset\images\27061.jpg
25276,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Lino Perros Women Leatherite Red Handbag,data\subset\images\25276.jpg
20459,Women,Accessories,Bags,Handbags,Purple,Winter,2016.0,Casual,Baggit Women Libra Jhuti Purple Handbag,data\subset\images\20459.jpg
27038,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Yelloe Beige Easy To Handle Handbag,data\subset\images\27038.jpg
34885,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,Envirosax Women Multi Coloured Bag,data\subset\images\34885.jpg
27743,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Sling bag,data\subset\images\27743.jpg
29738,Women,Accessories,Bags,Handbags,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag,data\subset\images\29738.jpg
27737,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Red Handbag,data\subset\images\27737.jpg
38446,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Baggit Women Beige Handbag,data\subset\images\38446.jpg
58277,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Baggit Women Beige Libra Jhuti Sling Bag,data\subset\images\58277.jpg
58184,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Rocky S Women Beige Handbag,data\subset\images\58184.jpg
37418,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,Murcia Women Multi Handbag,data\subset\images\37418.jpg
44244,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Hidekraft Women Black Handbag,data\subset\images\44244.jpg
54829,Women,Accessories,Bags,Handbags,Brown,Winter,2012.0,Casual,Ivory Tag Women Brown Sling Bag,data\subset\images\54829.jpg
15296,Unisex,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,ADIDAS Originals Unisex Spo Shoulderbag Black,data\subset\images\15296.jpg
58928,Women,Accessories,Bags,Handbags,Olive,Summer,2010.0,Casual,Ivory Tag Olive Dip Sling Bag,data\subset\images\58928.jpg
28442,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Kiara Women Blue Handbag,data\subset\images\28442.jpg
24789,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherite Brown Bag,data\subset\images\24789.jpg
42860,Women,Accessories,Bags,Handbags,Cream,Summer,2012.0,Casual,French Connection Women Cream Handbag,data\subset\images\42860.jpg
27690,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag,data\subset\images\27690.jpg
34559,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Puma Women Pink Fitness Small Handbag,data\subset\images\34559.jpg
53679,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Kiara Women Pink Handbag,data\subset\images\53679.jpg
54017,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Kiara Women Grey Handbag,data\subset\images\54017.jpg
15436,Women,Accessories,Bags,Handbags,Maroon,Fall,2011.0,Casual,Hidekraft Women Leather Maroon Handbags,data\subset\images\15436.jpg
18793,Unisex,Accessories,Bags,Handbags,Beige,Summer,2010.0,Casual,Peter England Unisex Casual Beige Bag,data\subset\images\18793.jpg
47138,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Combo pack Tote Bags,data\subset\images\47138.jpg
38462,Women,Accessories,Bags,Handbags,Blue,Fall,2012.0,Casual,Baggit Women Blue Tinki Tower Sling Bag,data\subset\images\38462.jpg
37070,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag,data\subset\images\37070.jpg
53941,Women,Accessories,Bags,Handbags,Grey,Summer,2012.0,Casual,Kiara Women Grey Handbag,data\subset\images\53941.jpg
20611,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Baggit Women Frankie Hoor Red Handbag,data\subset\images\20611.jpg
52660,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Mod'acc Women Pink & Beige Handbag,data\subset\images\52660.jpg
43292,Women,Accessories,Bags,Handbags,Pink,Summer,2015.0,Casual,Murcia Women Pink Kate Handbag,data\subset\images\43292.jpg
43570,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Puma Women Black Handbag,data\subset\images\43570.jpg
57236,Women,Accessories,Bags,Handbags,Burgundy,Summer,2012.0,Casual,Murcia Women Burgundy Handbag,data\subset\images\57236.jpg
37955,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Yelloe Women Fur Black Handbag,data\subset\images\37955.jpg
54392,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Baggit Women Red Handbag,data\subset\images\54392.jpg
25286,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Lino Perros Women Leatherette Pink Sling Bag,data\subset\images\25286.jpg
47338,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Baggit Women Orange Frankie Eva Handbag,data\subset\images\47338.jpg
47292,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Handbag,data\subset\images\47292.jpg
25720,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Wrangler Women Black Canvas Sling Bag,data\subset\images\25720.jpg
58269,Women,Accessories,Bags,Handbags,Brown,Fall,2012.0,Casual,Baggit Women Brown Handbag,data\subset\images\58269.jpg
14798,Women,Accessories,Bags,Handbags,Brown,Summer,2011.0,Casual,United Colors of Benetton Women Solid Coffee Brown Handbags,data\subset\images\14798.jpg
